554,virtus
2,request_store
60,draper
8,naught
4,open-uri
170,css_parser
7,htmlentities
199,premailer
131,nokogiri
110,load_parsers
1202,mail
15,delayed_job
21,delayed_job_active_record
25,tilt
154,delayed_job_web
44,builder
69,airbrake
75,delayed-plugins-airbrake
15,daemons
48,analytical
61,metric_parser
66,conditional_vendored_metric_parser
3,dependency_detection
9,conditional_vendored_dependency_detection
295,newrelic_rpm
14,intercom-rails
50,intercom
4,ace-rails-ap
1,active_utils
170,active_merchant
175,activemerchant
3,encryptor
11,attr_encryptor
236,iso4217
2629,iso3166
2,country_select
7,biggs
7,charlock_holmes
2,currency_data
10,easy_money
10,oj
73,rabl
76,apipie-rails
20,strong_parameters
1,weakref
5,ref
94,v8
110,execjs
117,coffee_script
122,coffee-script
138,coffee-rails
1,uglifier
72,chunky_png
307,compass
322,compass-rails
124,webrick
1,abbrev
44,highline
449,capistrano
2,parallel
8,parallel_tests
7,sextant
2,prettyprint
11,pp
2,coderay
3,ipaddr
1,debug_inspector.so
6,debug_inspector
13,binding_of_caller
64,better_errors
55,quiet_assets
2,meta_request
3,method_source
5,slop
3,readline
1,ruby_debug.so
1,tracelines19
64,linecache19
76,ruby-debug-base
2,columnize
1,e2mmap
97,irb
300,ruby-debug
307,debugger
620,pry
688,pry-rails
4,pry-debugger
11,coolline
302,pry-coolline
5,pry-stack_explorer
1,rspec-rails
1,find
21,listen
2,terminal-notifier-guard
70,launchy
80,letter_opener
1,English
8,hodel_3000_compliant_logger
20,oink
92,chronic
1,flux_capacitor
103,delorean
9,sprockets
100,tzinfo
1,hike
2,callsite
2,rdoc
2,bcrypt_ext
16,bcrypt
12,csv
5,optparse
11,active_support
2,action_pack
5,i18n
12,active_model
2,rack
38,action_dispatch
2,logger
2,psych.so
50,psych
2,yaml
1,base64
125,rails
2,bigdecimal
75,arel
122,active_record
29,abstract_controller
4,erb
25,action_view
70,action_controller
9,action_mailer
3,active_resource
3,pg_ext
8,pg
483,haml
487,haml-rails
2,jquery-rails
2,jquery-ui-rails
143,sass
2,sass-rails
154,bootstrap-sass
2,bootbox-rails
1,select2-rails
1,ostruct
35,json
3,orm_adapter
8,warden
28,journey
2,delegate
2,tmpdir
13,tempfile
180,devise
1,multi_json
106,simple_form
14,erubis
1,singleton
145,responders
152,inherited_resources
1,subexec
1,shellwords
18,mini_magick
2,carrierwave
199,acts-as-taggable-on
2,pg_search
21,whenever
27,acts_as_list
3,default_value_for
1,zentest_mapping
11,inline
27,fuzzystringmatch
48,state_machine
3,figaro
329,backports
1,descendants_tracker
381,virtus
2,request_store
25,draper
33,naught
5,open-uri
79,css_parser
6,htmlentities
106,premailer
117,nokogiri
98,load_parsers
537,mail
12,delayed_job
15,delayed_job_active_record
19,tilt
88,delayed_job_web
7,builder
